income,age,employment_type,credit_score,past_repayment_history,transaction_behaviour,cash_flow_volatility,rent_payment_on_time,utility_bills_on_time,loan_amount,interest_rate,tenure_years,loan_to_value_ratio,debt_to_income_ratio,loan_to_income_ratio,cross_loan_exposure,declared_value,market_value,price_trend,crime_index,natural_disaster_risk,unemployment_rate,overvaluation_detected,document_consistency_check,synthetic_identity_detected,anomaly_patterns,industry,industry_growth_rate,regional_unemployment,regional_inflation,recession_indicator,portfolio_concentration_risk
41137,40,freelancer,516,good,spending_heavy,medium,True,False,157782,8.45,12,0.66,0.29,5.73,2,729655,843176,stable,medium,low,14.7,False,failed,False,"unusual_large_transaction,none",IT,7.5,4.0,5.4,True,high
69270,62,contract,543,good,spending_heavy,medium,True,False,982998,11.72,25,0.94,0.64,3.8,3,480951,133967,rising,medium,low,13.5,True,failed,False,"none,sudden_address_change",IT,2.7,10.3,9.7,True,medium
122331,65,salaried,423,mixed,moderate,low,False,False,444464,5.71,29,0.93,0.35,3.66,1,547060,246090,stable,low,medium,4.0,False,passed,True,multiple_ids_used,IT,2.1,9.1,4.6,True,medium
135317,37,contract,764,mixed,frugal,low,True,True,301048,8.68,21,0.69,0.18,3.65,2,263833,590587,falling,high,low,9.8,True,failed,True,"none,multiple_ids_used",IT,6.9,3.0,9.9,False,medium
123269,64,salaried,340,default,spending_heavy,medium,True,False,671858,8.75,9,0.55,0.12,4.51,2,340599,621012,stable,low,high,11.4,False,passed,True,"unusual_large_transaction,multiple_ids_used",healthcare,1.7,9.9,4.9,False,high
106753,64,self_employed,305,default,spending_heavy,low,False,False,547461,7.72,23,0.76,0.33,2.54,5,213219,581984,stable,low,low,7.0,False,failed,True,"unusual_large_transaction,none",hospitality,4.7,3.5,5.3,False,low
138747,52,salaried,526,late_payments,moderate,high,False,False,571538,7.55,10,0.75,0.6,4.74,2,643395,467924,rising,high,medium,6.5,False,failed,True,none,hospitality,6.1,9.7,5.7,True,low
132040,58,salaried,669,late_payments,moderate,high,True,False,939675,10.31,19,0.92,0.51,1.8,5,196650,889792,rising,low,medium,7.4,False,passed,False,"none,unusual_large_transaction",hospitality,1.1,10.5,5.5,True,medium
50832,39,self_employed,389,default,spending_heavy,low,False,False,173036,9.5,7,0.7,0.76,5.71,1,258995,171299,rising,high,low,3.8,False,failed,True,none,hospitality,-2.8,5.7,8.1,False,low
103175,39,contract,443,default,frugal,low,True,False,663843,6.22,6,0.66,0.22,4.4,3,906727,943670,stable,medium,low,4.0,True,failed,False,"unusual_large_transaction,none",retail,-4.0,9.7,2.0,True,low
31547,65,salaried,686,late_payments,frugal,high,True,False,625958,7.51,7,0.53,0.42,3.5,0,714309,932890,falling,high,high,4.3,True,failed,False,"none,unusual_large_transaction",healthcare,6.0,10.5,8.9,True,low
53491,22,self_employed,697,default,frugal,low,False,False,99187,7.84,17,0.66,0.55,2.52,1,761669,730167,rising,medium,medium,5.0,False,passed,False,multiple_ids_used,manufacturing,-3.6,3.0,3.4,True,medium
51803,49,salaried,361,default,spending_heavy,medium,True,False,523397,10.37,21,0.7,0.78,1.46,3,134439,693389,stable,medium,high,7.3,True,passed,False,"none,multiple_ids_used",healthcare,-4.4,2.7,2.8,False,high
149498,52,freelancer,347,late_payments,spending_heavy,high,False,True,556813,6.1,30,0.56,0.41,5.59,1,306741,902441,stable,high,low,13.2,True,passed,False,"unusual_large_transaction,multiple_ids_used",construction,-2.3,3.9,3.7,True,high
33254,51,freelancer,816,good,frugal,high,True,True,208878,5.01,12,0.62,0.34,3.26,4,587955,547895,stable,high,high,5.9,False,failed,True,"none,sudden_address_change",healthcare,4.5,6.6,6.5,False,low
91871,57,contract,659,mixed,moderate,low,False,True,446604,7.2,26,0.71,0.46,1.55,0,771409,298625,falling,medium,high,11.2,True,passed,True,"unusual_large_transaction,multiple_ids_used",IT,-1.3,5.1,3.5,False,low
73708,63,freelancer,842,good,spending_heavy,low,True,True,953859,11.18,16,0.61,0.51,3.38,2,900279,824006,falling,low,medium,4.7,True,passed,True,sudden_address_change,manufacturing,7.3,8.4,3.6,False,medium
77414,58,self_employed,607,late_payments,moderate,medium,False,True,811247,7.09,24,0.68,0.18,4.95,3,350014,846450,rising,low,low,12.9,True,passed,False,unusual_large_transaction,IT,-0.2,5.1,5.8,False,high
21836,64,self_employed,322,default,spending_heavy,medium,True,True,235051,11.69,28,0.9,0.49,2.16,5,328010,361386,stable,medium,low,8.4,False,failed,False,unusual_large_transaction,manufacturing,-1.2,4.8,6.6,True,low
37311,52,contract,373,default,frugal,low,False,True,605540,9.86,16,0.88,0.5,2.42,3,651285,445650,falling,high,high,5.9,True,passed,False,"unusual_large_transaction,multiple_ids_used",healthcare,7.4,5.4,7.5,True,medium
121622,34,freelancer,471,mixed,frugal,low,True,False,182040,9.21,7,0.69,0.45,1.45,5,834473,715451,falling,high,high,7.8,True,failed,False,"multiple_ids_used,unusual_large_transaction",healthcare,-4.1,5.3,3.3,False,high
76272,24,freelancer,346,good,spending_heavy,low,True,False,844617,10.51,18,0.64,0.43,2.15,0,659534,555204,stable,low,medium,13.5,False,passed,False,"unusual_large_transaction,multiple_ids_used",IT,-3.8,3.5,5.4,True,medium
103382,61,salaried,349,mixed,spending_heavy,medium,False,True,150434,6.01,5,0.59,0.73,2.48,5,486714,244804,stable,medium,medium,6.3,False,failed,True,none,construction,-4.3,11.1,2.2,True,medium
118534,51,freelancer,681,mixed,frugal,high,True,True,78607,8.77,26,0.8,0.22,4.79,5,636694,738893,rising,medium,medium,14.5,True,failed,True,"sudden_address_change,unusual_large_transaction",retail,0.9,3.6,3.9,False,medium
28799,52,freelancer,733,late_payments,frugal,high,True,False,549532,9.68,18,0.52,0.47,4.36,3,740222,919528,falling,medium,low,4.1,True,failed,False,unusual_large_transaction,construction,-3.4,10.2,6.6,False,high
128089,30,salaried,373,default,spending_heavy,medium,True,True,920140,11.84,23,0.75,0.49,2.07,2,664538,424386,falling,high,medium,11.6,False,failed,False,"multiple_ids_used,unusual_large_transaction",IT,-2.7,10.8,7.0,True,high
46869,57,contract,711,late_payments,frugal,low,False,False,753477,8.39,21,0.58,0.65,2.01,3,967856,322531,falling,low,low,12.8,True,failed,False,sudden_address_change,construction,0.7,5.2,8.4,False,high
77611,35,freelancer,697,late_payments,frugal,medium,False,False,725776,10.89,14,0.77,0.18,4.02,0,981570,504705,falling,low,low,10.7,True,passed,True,"sudden_address_change,unusual_large_transaction",manufacturing,5.0,10.4,2.3,False,low
97923,31,self_employed,431,good,frugal,high,True,False,698514,8.69,13,0.53,0.38,5.87,5,275277,166127,rising,medium,low,11.8,True,passed,True,"unusual_large_transaction,multiple_ids_used",retail,3.6,4.6,6.5,False,high
101344,55,freelancer,724,good,frugal,high,False,True,389976,7.35,7,0.94,0.58,3.49,5,258685,828682,stable,high,medium,7.5,True,passed,False,"unusual_large_transaction,multiple_ids_used",manufacturing,4.0,8.3,8.7,False,medium
48942,27,self_employed,488,good,spending_heavy,medium,True,True,656180,6.37,24,0.81,0.31,5.13,2,341818,375546,falling,low,high,6.0,False,passed,True,multiple_ids_used,retail,2.1,3.3,8.1,True,low
91373,51,freelancer,643,late_payments,moderate,low,False,False,205958,5.19,23,0.87,0.7,3.39,5,391962,663575,rising,high,low,4.7,True,failed,False,"unusual_large_transaction,multiple_ids_used",hospitality,4.7,4.2,9.5,False,low
45445,56,freelancer,447,good,spending_heavy,low,False,True,61632,10.05,10,0.7,0.71,3.24,5,507838,339838,stable,medium,high,6.1,True,passed,True,"multiple_ids_used,sudden_address_change",manufacturing,5.3,10.8,4.9,False,low
146099,57,self_employed,373,good,frugal,high,True,False,637230,5.13,13,0.62,0.55,4.36,5,473410,872769,rising,low,medium,11.1,False,failed,False,"unusual_large_transaction,none",manufacturing,1.8,10.5,3.6,False,low
147945,25,contract,579,mixed,frugal,medium,True,False,607387,9.91,9,0.66,0.69,3.91,2,901956,879872,falling,low,low,9.5,False,passed,False,"sudden_address_change,unusual_large_transaction",hospitality,1.2,8.9,10.0,False,low
76851,50,self_employed,342,late_payments,spending_heavy,medium,True,False,979884,7.49,22,0.53,0.18,5.06,5,968976,238414,rising,medium,medium,11.2,True,failed,False,"none,sudden_address_change",retail,4.6,10.4,7.4,True,high
122077,37,self_employed,403,mixed,moderate,low,True,True,510413,9.67,9,0.94,0.56,3.62,5,165035,817309,stable,low,high,7.1,False,passed,False,"unusual_large_transaction,multiple_ids_used",hospitality,4.1,6.5,3.0,False,high
57452,59,contract,364,mixed,frugal,medium,False,False,743853,10.29,19,0.69,0.28,1.72,2,396262,279757,stable,low,high,10.1,False,passed,True,none,retail,-3.9,7.5,7.3,False,medium
122486,54,salaried,367,good,frugal,low,True,False,106788,9.74,12,0.72,0.34,1.57,1,340466,554777,falling,low,high,14.7,True,passed,True,sudden_address_change,hospitality,7.4,11.0,3.3,False,medium
29125,25,self_employed,537,late_payments,frugal,low,True,True,542233,6.17,17,0.68,0.5,3.3,2,663809,496875,rising,medium,high,4.3,False,failed,False,"multiple_ids_used,sudden_address_change",manufacturing,5.2,5.2,7.0,True,high
135781,50,contract,332,late_payments,frugal,high,True,True,102876,10.69,28,0.64,0.22,3.62,1,835822,531952,falling,high,high,14.3,True,passed,False,none,construction,7.5,10.0,9.6,True,low
89752,55,salaried,407,good,moderate,high,True,True,437837,10.71,25,0.7,0.55,1.09,4,675254,218266,falling,low,low,12.5,False,passed,False,"multiple_ids_used,unusual_large_transaction",healthcare,-2.7,9.8,8.7,True,medium
33305,34,self_employed,484,default,frugal,high,False,True,930972,10.42,7,0.56,0.49,2.58,4,726814,109963,rising,high,high,11.2,True,passed,True,multiple_ids_used,construction,-2.7,7.5,3.3,False,medium
74001,48,freelancer,494,default,spending_heavy,medium,True,True,272139,6.19,21,0.51,0.7,4.04,5,939880,893391,falling,low,low,13.1,False,passed,False,none,IT,2.9,5.1,2.8,False,medium
130851,47,self_employed,850,default,frugal,low,True,False,933626,5.45,10,0.73,0.69,5.93,1,679819,111194,rising,high,low,9.5,True,failed,True,"sudden_address_change,none",retail,7.4,10.0,2.5,False,low
56227,44,self_employed,771,default,frugal,medium,False,True,843303,6.06,20,0.95,0.36,5.48,0,387668,353879,rising,medium,high,12.4,False,passed,False,"none,unusual_large_transaction",construction,-1.7,11.2,4.8,True,medium
128340,43,freelancer,530,late_payments,moderate,low,False,False,629098,9.05,14,0.5,0.6,2.22,1,984389,438628,rising,high,low,13.7,False,passed,True,unusual_large_transaction,IT,1.3,10.7,8.8,False,high
58280,40,freelancer,647,default,spending_heavy,high,False,True,323815,10.52,24,0.57,0.14,5.24,5,802301,865321,rising,medium,low,12.0,True,failed,True,none,hospitality,2.1,8.1,1.1,False,low
60707,41,freelancer,601,late_payments,frugal,high,False,False,803007,9.71,10,0.82,0.41,1.36,5,831839,811696,rising,medium,high,8.0,False,passed,False,"multiple_ids_used,sudden_address_change",construction,7.7,5.3,3.6,False,medium
53857,47,contract,419,good,frugal,high,False,True,727499,7.19,26,0.53,0.51,5.01,5,761740,689890,falling,high,low,13.6,True,passed,True,"multiple_ids_used,unusual_large_transaction",healthcare,7.4,4.8,6.5,True,low
34920,53,contract,476,good,spending_heavy,high,False,False,849294,9.05,10,0.76,0.13,3.52,4,576841,792741,falling,high,high,5.8,True,passed,True,"unusual_large_transaction,sudden_address_change",hospitality,1.1,10.6,6.9,True,medium
133771,59,salaried,838,good,frugal,medium,False,False,894684,9.09,13,0.6,0.24,5.01,5,563953,639713,stable,medium,high,6.4,True,failed,True,"none,sudden_address_change",manufacturing,4.5,9.1,9.3,False,low
56128,21,freelancer,503,good,frugal,medium,False,False,265505,9.38,25,0.72,0.21,5.69,3,904051,714226,rising,medium,low,9.9,False,passed,False,"sudden_address_change,unusual_large_transaction",healthcare,-3.7,11.7,1.2,False,medium
65377,58,freelancer,482,mixed,frugal,medium,False,True,731779,11.13,17,0.62,0.16,3.54,3,685028,517835,falling,medium,medium,6.2,True,passed,True,none,manufacturing,7.5,2.5,5.5,False,high
33354,25,salaried,737,good,frugal,low,True,True,205548,9.0,19,0.94,0.36,3.24,2,544355,398128,falling,medium,low,11.1,True,passed,True,none,healthcare,-3.4,4.3,5.5,False,high
92486,56,self_employed,393,mixed,frugal,medium,False,False,969364,7.98,9,0.93,0.35,4.95,1,712657,616484,stable,medium,medium,13.9,True,failed,True,"none,sudden_address_change",retail,6.1,6.8,3.6,True,high
128458,35,self_employed,490,late_payments,frugal,low,False,False,82699,9.26,22,0.59,0.69,3.63,2,680251,155339,rising,low,low,9.4,True,failed,False,"unusual_large_transaction,none",hospitality,-2.7,9.6,2.3,True,low
117944,28,freelancer,416,good,spending_heavy,high,True,True,860988,7.94,11,0.79,0.49,2.45,2,460810,357865,stable,medium,low,9.0,False,failed,False,"sudden_address_change,multiple_ids_used",healthcare,7.1,10.9,3.8,True,low
94670,58,self_employed,813,default,spending_heavy,medium,True,True,341056,5.27,21,0.74,0.46,3.9,2,347061,336423,rising,low,high,7.4,False,passed,False,none,construction,7.8,9.7,8.9,True,medium
94618,30,self_employed,693,default,moderate,low,True,True,576424,8.15,19,0.88,0.63,3.58,3,239355,227388,falling,low,low,7.1,True,passed,True,"sudden_address_change,multiple_ids_used",healthcare,-2.3,3.8,2.0,True,medium
79363,30,self_employed,706,good,spending_heavy,medium,False,True,251238,5.27,30,0.87,0.14,5.04,4,235659,460011,rising,high,medium,8.8,True,failed,False,"sudden_address_change,unusual_large_transaction",construction,5.3,4.3,6.8,True,high
87436,28,contract,777,good,spending_heavy,low,True,True,916312,5.7,22,0.83,0.24,1.78,4,141028,414519,rising,low,low,12.4,True,passed,True,sudden_address_change,healthcare,1.2,11.0,1.1,True,medium
34550,44,contract,587,mixed,spending_heavy,medium,True,False,520804,8.93,13,0.86,0.26,1.88,3,374134,244171,rising,medium,low,11.2,False,passed,True,"unusual_large_transaction,none",construction,4.5,4.0,8.7,False,low
137124,39,contract,819,late_payments,moderate,medium,False,True,928974,7.3,11,0.78,0.38,4.25,3,408883,920231,falling,high,low,11.7,False,failed,False,none,retail,8.0,10.4,9.5,False,low
67523,23,freelancer,522,late_payments,frugal,low,False,False,654059,9.05,25,0.7,0.37,5.17,1,651001,718008,falling,medium,medium,8.3,False,failed,False,"sudden_address_change,unusual_large_transaction",retail,-0.4,6.5,8.5,True,high
76555,62,freelancer,666,late_payments,spending_heavy,high,False,True,116397,6.99,12,0.52,0.4,1.42,1,177820,325497,falling,low,low,10.2,False,passed,True,"unusual_large_transaction,multiple_ids_used",hospitality,7.1,7.2,1.4,False,medium
127464,33,salaried,784,good,moderate,medium,False,True,338105,11.22,17,0.95,0.41,1.73,4,146053,142013,stable,low,low,4.1,True,passed,True,multiple_ids_used,healthcare,1.2,6.2,9.0,True,low
36246,52,self_employed,616,default,spending_heavy,medium,True,True,680014,10.86,26,0.63,0.69,3.75,1,920791,659955,falling,medium,medium,4.4,True,failed,True,"unusual_large_transaction,none",construction,7.4,4.9,7.5,False,low
38170,60,salaried,815,late_payments,frugal,high,False,True,492394,10.94,29,0.7,0.22,3.36,1,349704,740713,falling,low,medium,12.7,False,failed,True,multiple_ids_used,retail,-4.9,9.4,6.4,False,medium
148373,65,self_employed,576,late_payments,spending_heavy,medium,True,False,868436,10.79,29,0.82,0.65,4.64,1,844820,751091,rising,low,high,12.0,True,failed,False,none,retail,-3.6,10.5,8.2,True,low
54650,27,contract,560,default,frugal,high,True,True,822424,9.67,27,0.57,0.65,4.94,5,578642,692755,falling,high,medium,5.1,True,failed,True,"unusual_large_transaction,sudden_address_change",hospitality,-2.9,2.1,8.5,False,medium
75537,40,salaried,439,default,spending_heavy,low,True,False,414758,8.59,6,0.87,0.31,3.13,3,154910,429762,stable,medium,low,14.4,True,failed,True,sudden_address_change,manufacturing,-4.6,4.0,5.4,True,medium
124052,24,contract,755,late_payments,moderate,medium,True,False,751170,5.49,12,0.81,0.63,4.52,5,721722,99732,stable,low,high,14.3,True,passed,False,sudden_address_change,construction,-0.4,10.9,8.6,False,medium
28213,49,salaried,516,late_payments,moderate,high,True,False,660307,10.73,20,0.92,0.43,5.96,5,340155,658388,rising,high,low,4.0,False,failed,False,"none,unusual_large_transaction",healthcare,7.9,4.2,3.2,True,low
31830,28,self_employed,798,good,moderate,high,True,False,696801,9.71,25,0.69,0.18,3.66,1,299563,785954,rising,low,medium,6.2,False,passed,False,"sudden_address_change,none",manufacturing,-0.8,9.5,1.7,True,medium
149608,58,self_employed,721,default,frugal,medium,True,False,465528,5.66,25,0.61,0.33,1.16,5,520164,456889,falling,low,low,4.3,True,passed,True,sudden_address_change,manufacturing,-0.5,3.5,8.4,False,medium
29060,59,contract,697,mixed,spending_heavy,high,True,True,170991,7.26,13,0.65,0.44,3.62,3,390146,205128,stable,medium,low,4.3,False,failed,False,sudden_address_change,construction,7.8,4.2,4.9,False,high
46506,57,salaried,697,default,spending_heavy,high,False,False,616249,9.62,30,0.56,0.28,3.55,0,564508,353872,stable,low,high,6.2,False,failed,True,"sudden_address_change,unusual_large_transaction",manufacturing,-4.3,11.3,3.5,True,medium
40749,35,contract,329,default,frugal,high,False,True,103747,6.43,6,0.88,0.19,4.17,5,552157,822204,rising,medium,medium,4.8,True,passed,True,"sudden_address_change,multiple_ids_used",construction,6.8,9.9,8.9,False,medium
60628,27,salaried,644,mixed,moderate,low,False,False,944030,11.41,12,0.69,0.51,2.51,5,695943,692661,rising,low,low,9.5,False,passed,True,unusual_large_transaction,IT,-3.7,8.9,4.9,True,high
117857,58,salaried,765,late_payments,moderate,medium,False,False,929822,9.98,10,0.88,0.42,4.11,5,987811,668379,stable,low,low,4.7,True,passed,True,"none,sudden_address_change",manufacturing,1.0,9.7,7.6,False,high
80334,65,self_employed,819,default,moderate,medium,False,True,618399,8.21,5,0.57,0.7,4.79,4,101752,465798,stable,high,medium,6.2,True,passed,False,unusual_large_transaction,construction,-1.9,4.1,3.4,True,high
46835,47,self_employed,323,late_payments,spending_heavy,low,True,True,421368,9.41,16,0.74,0.5,2.88,2,416567,720511,stable,low,high,5.9,False,failed,False,"none,multiple_ids_used",construction,5.6,6.6,9.0,False,low
45907,36,salaried,469,late_payments,frugal,low,False,False,308813,5.34,19,0.57,0.54,1.97,1,720770,435981,rising,medium,medium,13.7,True,passed,True,none,healthcare,-3.3,2.2,2.4,True,high
71300,29,contract,481,good,spending_heavy,low,False,False,323954,11.79,12,0.92,0.36,5.13,4,433873,801999,falling,high,high,9.6,True,passed,True,"multiple_ids_used,unusual_large_transaction",healthcare,-0.2,7.9,8.0,False,medium
83132,34,freelancer,539,default,moderate,low,True,True,260302,9.35,27,0.69,0.26,1.5,3,879159,659856,falling,low,low,6.5,False,failed,True,"unusual_large_transaction,multiple_ids_used",construction,6.6,7.9,2.4,False,medium
90512,49,self_employed,811,mixed,moderate,medium,True,True,158160,8.96,26,0.74,0.19,1.87,5,328200,368947,falling,medium,high,12.8,True,passed,False,"sudden_address_change,multiple_ids_used",hospitality,1.2,4.7,4.8,True,high
106870,59,self_employed,337,late_payments,moderate,medium,True,True,748869,10.87,10,0.74,0.59,4.49,5,153468,560602,falling,high,high,11.3,True,failed,False,"unusual_large_transaction,none",IT,4.2,8.1,8.1,True,medium
62678,52,freelancer,555,mixed,spending_heavy,high,False,True,863608,6.77,9,0.8,0.67,5.39,4,835582,923576,rising,low,medium,12.0,False,passed,True,multiple_ids_used,healthcare,2.9,4.1,5.6,False,high
138787,48,salaried,761,late_payments,spending_heavy,high,False,True,231022,9.76,23,0.81,0.31,2.83,2,423847,567731,stable,high,medium,13.9,False,passed,True,none,construction,0.1,7.2,1.3,False,low
69522,47,salaried,815,late_payments,moderate,low,True,False,406624,10.84,15,0.79,0.49,5.01,4,711839,786076,stable,high,low,11.6,True,failed,False,multiple_ids_used,healthcare,7.9,11.3,9.3,False,low
108200,24,freelancer,370,good,frugal,high,False,True,629578,11.0,20,0.85,0.29,2.62,0,989466,851522,falling,low,medium,3.8,False,failed,True,"sudden_address_change,unusual_large_transaction",construction,6.4,9.4,4.9,False,low
126039,38,salaried,744,good,spending_heavy,high,False,False,681893,10.68,19,0.87,0.11,2.89,4,350102,813151,falling,low,high,6.8,False,failed,False,"multiple_ids_used,none",construction,3.4,2.2,7.9,False,high
27184,49,contract,840,default,spending_heavy,high,False,True,975352,7.85,22,0.73,0.25,3.29,2,201452,358741,stable,high,high,13.5,True,failed,True,multiple_ids_used,hospitality,6.8,3.4,5.5,False,low
128746,65,contract,310,good,frugal,low,True,False,987912,7.38,6,0.81,0.68,4.63,4,581582,620471,falling,low,medium,6.2,True,failed,True,unusual_large_transaction,hospitality,2.8,10.2,5.8,False,high
137322,64,self_employed,590,good,frugal,high,True,True,640188,8.18,14,0.82,0.32,3.15,1,349909,842836,rising,high,high,13.2,False,failed,False,"multiple_ids_used,unusual_large_transaction",hospitality,-0.7,6.9,1.1,True,medium
66822,41,salaried,350,good,spending_heavy,low,True,True,691099,9.26,28,0.83,0.17,4.2,5,272276,921771,stable,high,low,7.2,True,passed,False,"none,multiple_ids_used",manufacturing,4.6,7.8,8.3,False,high
31475,49,self_employed,624,default,moderate,high,False,False,148042,5.5,17,0.55,0.76,2.98,3,355404,829385,rising,medium,low,10.4,False,passed,False,none,manufacturing,3.5,5.5,8.2,True,low
71051,51,freelancer,535,good,spending_heavy,high,False,False,877288,9.35,11,0.9,0.74,1.11,3,796094,542272,rising,low,medium,14.2,False,passed,False,"unusual_large_transaction,sudden_address_change",IT,3.4,11.9,7.2,True,medium
133001,46,contract,611,late_payments,moderate,medium,True,True,385090,10.39,9,0.69,0.44,2.49,5,879649,644007,stable,high,medium,10.4,True,passed,False,"unusual_large_transaction,multiple_ids_used",hospitality,0.7,3.9,4.3,False,low
43981,61,salaried,300,mixed,frugal,low,False,True,177858,5.56,24,0.93,0.77,3.57,0,813040,516272,rising,medium,low,4.4,True,passed,True,none,manufacturing,2.5,2.3,2.8,True,low
53645,30,contract,667,default,moderate,high,False,False,830220,9.63,18,0.53,0.19,1.39,1,838397,272942,falling,low,high,7.2,True,passed,True,"unusual_large_transaction,sudden_address_change",construction,5.4,2.3,6.9,False,low
46076,45,salaried,781,good,frugal,medium,False,True,896950,6.3,15,0.9,0.71,4.17,5,167840,904083,falling,high,low,11.2,True,passed,True,"sudden_address_change,none",retail,-4.7,11.6,5.9,True,high
125421,21,freelancer,336,good,moderate,low,False,False,630931,5.77,14,0.64,0.32,4.24,0,389129,437376,falling,high,high,6.1,False,failed,True,"unusual_large_transaction,none",retail,2.4,9.8,9.5,False,medium
100541,41,freelancer,809,mixed,spending_heavy,high,True,True,460476,5.78,26,0.52,0.31,1.43,1,984306,192896,stable,high,high,5.1,False,failed,True,none,retail,3.8,5.4,8.0,True,low
76710,36,contract,781,mixed,frugal,low,True,True,351321,9.34,21,0.69,0.36,5.09,5,959325,130670,falling,low,high,12.2,False,passed,False,"sudden_address_change,multiple_ids_used",manufacturing,3.7,3.2,1.1,True,medium
35372,23,salaried,667,mixed,frugal,medium,False,False,981703,11.55,25,0.52,0.65,2.84,5,877190,857194,falling,medium,medium,5.2,True,passed,False,"sudden_address_change,unusual_large_transaction",retail,2.3,2.1,2.4,False,medium
24299,21,freelancer,433,mixed,moderate,high,False,True,859892,11.64,20,0.85,0.71,3.81,3,686250,687516,stable,low,medium,7.6,False,passed,True,"unusual_large_transaction,sudden_address_change",construction,3.6,5.6,8.1,False,low
44740,36,salaried,526,late_payments,moderate,low,False,True,106352,11.28,26,0.89,0.78,5.19,5,298566,113907,rising,medium,low,12.7,True,passed,False,none,manufacturing,1.8,8.8,2.0,True,low
149641,43,contract,828,mixed,moderate,high,True,True,650862,10.87,26,0.57,0.75,4.34,5,594441,893199,rising,high,medium,14.2,False,failed,True,multiple_ids_used,healthcare,3.2,11.1,6.5,False,high
137439,65,self_employed,510,late_payments,frugal,medium,False,True,424735,5.34,17,0.61,0.48,4.73,4,330755,190293,rising,low,low,9.2,True,passed,True,"multiple_ids_used,unusual_large_transaction",retail,-0.1,7.6,9.6,True,medium
103124,46,freelancer,512,late_payments,spending_heavy,low,True,True,369929,8.81,20,0.74,0.39,4.94,2,294871,585938,rising,medium,low,5.9,False,passed,False,unusual_large_transaction,hospitality,-0.1,10.4,4.0,True,high
52893,59,freelancer,398,good,moderate,high,False,True,427926,5.28,6,0.52,0.59,2.45,5,165474,700531,falling,medium,high,9.3,True,passed,True,"unusual_large_transaction,sudden_address_change",IT,5.7,11.0,8.0,True,low
24881,25,contract,569,good,spending_heavy,medium,False,True,708546,11.71,17,0.7,0.36,3.63,0,463765,756751,stable,low,medium,5.5,True,failed,True,"sudden_address_change,unusual_large_transaction",construction,0.9,7.5,5.0,False,low
51909,52,freelancer,553,late_payments,frugal,medium,True,True,357385,8.29,9,0.81,0.31,1.14,3,810027,593977,rising,low,medium,14.9,True,failed,True,none,construction,-3.5,2.8,8.3,False,high
46248,27,freelancer,498,default,frugal,high,True,False,378263,5.89,18,0.61,0.36,2.32,0,240513,682205,falling,high,low,8.3,False,passed,True,unusual_large_transaction,retail,5.3,3.7,9.3,True,low
55724,45,contract,589,late_payments,spending_heavy,low,True,True,55171,5.14,18,0.68,0.11,4.9,5,585865,792039,falling,high,medium,14.5,True,failed,True,multiple_ids_used,IT,2.0,2.8,9.6,True,high
109441,61,self_employed,543,good,spending_heavy,low,True,True,729021,10.18,7,0.58,0.62,4.35,5,393564,543073,falling,low,low,5.4,False,failed,True,unusual_large_transaction,construction,4.8,11.1,8.0,False,low
77609,25,salaried,583,good,frugal,medium,False,True,53444,5.64,29,0.68,0.6,1.31,4,755694,723366,stable,medium,high,5.3,False,passed,True,sudden_address_change,healthcare,-3.8,11.6,2.7,False,low
80347,63,salaried,429,late_payments,spending_heavy,high,True,False,65379,7.86,11,0.59,0.12,4.45,3,609607,715931,rising,low,medium,4.5,False,failed,False,"sudden_address_change,unusual_large_transaction",hospitality,6.6,6.8,7.6,True,medium
133959,57,contract,826,good,spending_heavy,high,True,False,940122,11.16,25,0.8,0.56,2.91,3,917294,885547,falling,high,low,6.7,True,passed,False,none,healthcare,2.6,10.5,5.9,False,medium
114081,32,contract,516,good,spending_heavy,high,True,False,649314,11.39,21,0.51,0.14,3.77,0,258543,461734,stable,high,medium,9.4,False,failed,False,"none,unusual_large_transaction",manufacturing,-2.4,7.1,3.9,False,low
69835,23,salaried,803,default,spending_heavy,medium,True,True,500383,7.68,20,0.7,0.73,2.04,0,262259,163340,falling,low,low,8.8,False,passed,True,sudden_address_change,healthcare,2.9,2.3,4.5,True,high
114302,58,self_employed,308,mixed,moderate,high,True,True,223892,9.44,8,0.88,0.44,5.58,3,436554,120987,falling,medium,medium,4.4,True,failed,False,"unusual_large_transaction,sudden_address_change",IT,4.9,3.0,7.1,False,low
41427,26,self_employed,697,late_payments,moderate,high,True,False,320633,10.0,18,0.61,0.33,3.28,3,775877,946146,rising,medium,low,14.1,True,failed,False,unusual_large_transaction,hospitality,2.8,5.8,2.3,True,high
144817,27,self_employed,522,late_payments,spending_heavy,medium,True,True,333435,9.91,24,0.87,0.46,5.41,4,832764,802066,stable,high,low,8.2,False,failed,False,"none,multiple_ids_used",hospitality,2.1,5.2,3.0,False,low
41134,30,freelancer,435,mixed,frugal,low,False,False,271301,11.9,26,0.55,0.27,1.35,1,107152,155720,stable,medium,medium,12.1,False,passed,False,multiple_ids_used,healthcare,-1.6,6.4,2.4,True,high
72166,48,freelancer,388,late_payments,spending_heavy,medium,False,True,885406,5.43,27,0.85,0.26,2.26,3,818410,92912,rising,low,medium,3.1,False,passed,False,"sudden_address_change,multiple_ids_used",manufacturing,3.9,5.0,3.1,True,low
